slot,proposerIndex,graffiti
423409,37206,poapHtkdDTcMGJW3gD4Fu9Z4usIn+14B
423410,32499,
423411,18066,
423412,9115,Lighthouse/v1.0.1-5a3b94c
423413,49572,🐠Welcome to the New Beginning
423414,43301,
423415,24908,Live, Love, in Peace, FOREVER!!
423416,44977,
423417,35498,"Jake Sucks"
423418,42524,Make blocks, not war!
423419,13714,
423420,14335,
423421,38674,Lighthouse/v1.1.0-e4b6213
423422,19552,poapETy8ebIod6d3BeUOlIJjdhcbQz0A
423423,57803,teku/v20.12.1
423424,12697,<yourgraffiti>
423425,1431,isi
423426,53667,
423427,27519,poapObUYaV2QzCDxMbu+nTIOdSlQG9QB
423428,4175,piedao.org - own a slice of DeFi
423429,31958,
423430,19417,🐠Welcome to the New Beginning
423431,62486,
423432,51768,
423433,52191,validating_from_DAppNode
423434,46329,
423435,38792,
423436,54377,Lighthouse/v1.0.6-f183af2
423437,9753,bitcoinsuisse.com
423438,62962,
423439,56258,
423440,58061,Powered by Stkr
423441,14641,🐠Welcome to the New Beginning
423442,34132,
423443,1655,
423444,58709,
423445,15993,
423446,17686,https://www.betbtc.co?ref=02d37e
423447,32846,
423448,2429,(o0o Dinochrome Brigade o0o)
423449,63558,DarkMan
423450,36410,
423451,24993,
423452,51552,
423453,51286,eth2-docker
423454,66723,
423455,56818,teku/v20.12.1
423456,9521,bitcoinsuisse.com
423457,25802,
423458,38463,🍦 C.R.E.A.M. @ TW 🇹🇼
423459,14062,There is safety in numbers
423460,25405,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
423461,33483,
423462,60588,huobipool
423463,8343,
423464,28279,Hello Eth2
423465,9815,Lighthouse/v1.0.5-9ed65a6
423466,35911,poapYilEaOkZ1h0Fn1mF6U1X7tEx4UgC
423467,36377,graffiti
423468,73560,4dudes1nuc
423469,26042,
423470,16701,🐠Welcome to the New Beginning
423471,10797,bitcoinsuisse.com
423472,1864,
423473,40783,bitcoinsuisse.com
423474,14634,🐠Welcome to the New Beginning
423475,60679,
423476,43504,
423477,12031,shanesterb
423478,8183,
423479,40919,
423480,801,
423481,4097,bitcoinsuisse.com
423482,45170,
423483,38966,
423484,66811,
423485,66653,
423486,56052,Bekin on the beacon
423487,61768,
423488,60190,
423489,41433,huobipool
423490,21633,
423491,24384,validating_from_DAppNode
423492,48475,
423493,4582,Lighthouse/v1.1.0-e4b6213
423494,31208,
423495,5532,bitcoinsuisse.com
423496,65607,teku/v20.12.1
423497,23498,
423498,39292,
423499,55135,
423500,7784,bluegiraffe
423501,9851,bitcoinsuisse.com
423502,32300,
423503,55508,
423504,7691,aPolishGirl
423505,9882,bitcoinsuisse.com
423506,8176,
423507,61413,
423508,59666,Powered by Stkr
423509,14237,Lighthouse/v1.0.5-9ed65a6
423510,34113,Freedom for all
423511,44358,
423512,8695,
423513,33496,
423514,68604,Certus One for Lido
423515,8881,
423516,17919,
423517,11798,🐠Welcome to the New Beginning
423518,16408,
423519,47743,
423520,8948,
423521,31603,
423522,49201,
423523,10071,bitcoinsuisse.com
423524,2861,
423525,68921,Powered by ⚡️Allnodes
423526,52085,
423527,8537,Lighthouse/v1.1.0-e4b6213
423528,68105,
423529,15093,
423530,22200,staked.finance
423531,41789,huobipool
423533,68773,
423534,57119,teku/v20.12.1
423535,42191,huobipool
423536,35679,
423537,71029,
423538,70515,
423539,12679,
423540,32069,
423541,65005,teku/v20.12.1
423542,63419,
423543,32888,
423544,47514,poap2ukoWqRUar3+ScbKIdxJuZYfW+gA
423545,46047,eth2stake.com
423546,50381,🐠Welcome to the New Beginning
423547,37924,bitcoinsuisse.com
423548,28314,
423549,61492,
423550,19942,bitcoinsuisse.com
423551,208,poapSghu4maVv28DDO9MM7zOKdTGYlIA
423552,9759,J
423553,66411,Powered by ⚡️Allnodes
423554,36582,
423555,71950,
423556,21776,<3 ga/la
423557,48991,
423558,25852,Nimbus/v1.0.0-74da618-stateofus
423559,47025,
423560,53741,
423561,56371,
423562,18003,WeStaking
423563,29083,
423564,20186,
423565,17419,poapRsD5jCgZw90JDUD+tZTeWWUooscB
423566,15130,
423567,65467,teku/v20.12.1
423568,5303,bitcoinsuisse.com
423569,37492,huobipool
423570,10600,Lighthouse/v1.0.5-9ed65a6
423571,46492,huobipool
423572,31842,
423573,52423,
423574,23930,
423575,48096,
423576,62074,
423577,51695,
423578,44775,
423579,46873,
423580,53061,
423581,52773,Lighthouse/v1.0.5-9ed65a6
423582,23373,bitcoinsuisse.com
423583,65487,teku/v20.12.1
423584,57899,
423585,66558,
423586,67485,
423587,22771,bitcoinsuisse.com
423588,65572,teku/v20.12.1
423589,14727,🐠Welcome to the New Beginning
423590,48112,
423591,63465,
423592,22315,
423593,25576,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
423594,27316,Lighthouse/v1.0.5-9ed65a6
423595,16630,10m in crypto in my 20s. thank u
423596,45109,
423597,48972,
423598,42173,huobipool
423599,18889,
423600,66421,JHMNUC_from_DAppNode
423601,39414,
423602,43469,
423603,63619,
423604,34754,
423605,38421,
423606,28791,
423607,7706,de be li
423608,63208,
423609,24577,🐠Welcome to the New Beginning
423610,5748,bitcoinsuisse.com
423611,71814,
423612,20690,🐠Welcome to the New Beginning
423613,27863,
423614,33798,
423615,44952,
423616,19495,future of finance, nbd [lghts]
423617,8167,
423618,39929,SATOSHIAN
423619,46944,
423620,50198,teku/v20.12.1
423621,43054,
423622,8299,teku/v20.12.1
423623,33122,
423624,723,
423625,22934,bitcoinsuisse.com
423626,54677,
423627,38786,
423628,55359,
423629,35774,
423630,20404,🐠Welcome to the New Beginning
423631,44269,
423632,63662,teku/v20.12.1
423633,68777,
423634,9525,bitcoinsuisse.com
423635,37587,
423636,51321,Powered by ⚡️Allnodes
423637,49906,
423638,21109,🐠Welcome to the New Beginning
423639,71031,
423640,14720,🐠Welcome to the New Beginning
423641,17761,poapj10AXhrAjFMXk6L24+TC6IIf3L8C
423642,69335,🐠Welcome to the New Beginning
423643,17885,
423645,6094,poapGKWf0Hu2Rgl0P4W/pCRtjJoDX6oA
423646,10064,Lighthouse/v1.0.5-9ed65a6
423647,54731,StakeHound ⚡️Allnodes
423648,18348,Learn. Build. Play.
423649,47389,
423650,57774,
423651,45894,
423652,37567,huobipool
423653,15859,☄️Avnova
423654,33491,JustinHerbertGOAT
423655,25589,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
423656,11614,pseudonymous coward
423657,29228,Lighthouse/v1.1.0-e4b6213
423658,65163,teku/v20.12.1
423659,31216,
423660,61391,
423661,40285,graffiti
423662,68107,
423663,41149,
423664,10130,bitcoinsuisse.com
423665,58305,
423666,67004,Redot.com
423667,44571,TokenPocket
423668,31924,
423669,7504,xunday in the house
423670,38849,
423671,70850,
423672,43557,
423673,59636,
423674,26001,
423675,16520,hunchy and wolfie
423676,49838,
423677,51406,Answer is 42
423678,48845,
423679,9052,pseudonymous coward
423680,20102,poapF1X44DRRg8cjNRWElGJGu3BagNYA
423681,13244,RaulMar
423682,17473,
423683,23646,
423684,51868,
423685,39848,
423686,40581,
423687,36941,bitcoinsuisse.com
423688,9283,piedao.org - own a slice of DeFi
423689,42771,
423690,39186,
423691,39639,
423692,65138,teku/v20.12.1
423693,55,Lighthouse/v1.0.2-f7183098
423694,27486,
423695,41277,huobipool
423696,57586,teku/v20.12.1
423697,13934,
423698,56759,teku/v20.12.1
423699,43092,
423700,21383,🐠Welcome to the New Beginning
423701,17485,
423702,73532,
423703,2491,(o0o Dinochrome Brigade o0o)
423704,73569,Lighthouse/v1.0.6-f183af2
423705,65278,teku/v20.12.1
423706,24677,🍦 C.R.E.A.M. @ TW 🇹🇼
423707,13816,
423708,11418,poapa+EF9agb9HYMR5eYiFEc4ObuTMgB
423709,16887,
423710,64853,
423711,70161,
423712,44407,
423713,3467,bitcoinsuisse.com
423714,27522,poapo5JGjEAEi43oOs+gqQIhbd/ehvAA
423715,61370,
423716,46580,Powered by ⚡️Allnodes
423717,49344,
423718,8869,TheRevolutionWilNotBeCentralized
423719,61553,
423720,60683,
423721,35224,
423722,65627,graffitiwall:719:635:#ed1c24
423723,65564,teku/v20.12.1
423724,36072,🍦 C.R.E.A.M. @ TW 🇹🇼
423725,52643,
423726,72960,🐠Welcome to the New Beginning
423727,49162,ETh2LightVal
423728,53553,
423729,62318,
423730,18186,eth2FTW
423731,32414,
423732,24131,
423733,23688,
423734,51813,
423735,42213,huobipool
423736,40134,Mr R was here
423737,7543,seongju
423738,24462,🐠Welcome to the New Beginning
423739,20785,🐠Welcome to the New Beginning
423740,55659,
423741,67601,
423742,35036,
423743,19807,bitcoinsuisse.com
423744,22403,🐠Welcome to the New Beginning
423745,58739,
423746,52075,
423747,50878,🐠Welcome to the New Beginning
423748,744,validating_from_DAppNode
423749,31257,
423750,19262,
423751,12476,
423752,73137,
423753,25895,
423754,12086,Code must match intent. ©
423755,32148,
423756,18025,
423757,68861,
423758,14294,
423759,14021,
423760,71938,
423761,10352,
423762,6636,teku/v21.1.0
423763,31276,
423764,14620,🐠Welcome to the New Beginning
423765,49435,🐠Welcome to the New Beginning
423766,35926,i.redd.it/v5942cvtbvk41.jpg
423767,53057,
423768,9038,DAppNode love
423769,16889,
423770,56378,
423771,1630,piedao.org - own a slice of DeFi
423772,68389,
423773,36436,🐠Welcome to the New Beginning
423774,5942,Nimbus/v1.0.4-f06e6d4-stateofus
423775,4135,piedao.org - own a slice of DeFi
423776,14533,
423777,20538,🐠Welcome to the New Beginning
423778,34843,TYTY
423779,5019,bitcoinsuisse.com
423780,37457,huobipool
423781,14007,
423782,32434,
423783,24752,teku/v20.12.1
423784,58783,
423785,18979,
423786,73570,Igis
423787,14483,
423788,60068,Thanks God!
423789,47973,
423790,18838,you are now breathing manually
423791,56577,teku/v20.12.1
423792,62859,
423793,41813,huobipool
423794,15532,🐟🦐
423795,34867,
423796,50590,🐠Welcome to the New Beginning
423797,16987,
423798,31310,
423799,66744,
423800,40378,graffiti
423801,73158,
423802,40802,bitcoinsuisse.com
423803,3475,bitcoinsuisse.com
423804,50630,🐠Welcome to the New Beginning
423805,26183,validating_from_DAppNode
423806,56512,Powered by ⚡️Allnodes
423807,34443,validating_from_DAppNode
423808,61317,
423809,22711,🐠Welcome to the New Beginning
423810,63510,
423811,47575,🐠Welcome to the New Beginning
423812,20799,🐠Welcome to the New Beginning
423813,29687,🐠Welcome to the New Beginning
423814,70191,
423815,30995,
423816,1655,
423817,51352,
423818,611,
423819,28679,why hodl when you can stake? -P
423820,13399,graffitiwall:67:968:#9DA1BF
423821,62075,
423822,71091,huobipool
423823,23162,
423824,73260,teku/v20.12.1
423825,72126,
423826,9070,poaptJbcd/oIHjVk0e975baiSYDVYqQB
423827,15918,🍦 C.R.E.A.M. @ TW 🇹🇼
423828,21112,🐠Welcome to the New Beginning
423829,60536,
423830,60669,
423831,13543,
423832,36828,
423833,40104,Mr R was here
423834,40109,
423835,262,poapWFWnnOS6nIFkAN/+B+iSU30owB8A
423836,65999,huobipool
423837,19781,bitcoinsuisse.com
423838,43495,
423839,5404,
423840,18376,
423841,62316,
423842,32417,
423843,61940,
423844,60563,
423845,43579,
423846,8168,teku/v20.12.1
423847,58913,huobipool
423848,49382,
423849,40416,
423850,40448,
423851,30482,
423852,71935,
423853,51957,
423854,69644,
423855,63741,teku/v20.12.1
423856,60360,
423857,39953,poapbyjgiICMGtNG5iJdnfnpXtV+EO8A
423858,62025,🐠Welcome to the New Beginning
423859,37820,huobipool
423860,41013,
423861,58115,
423862,40886,
423863,44864,bloxstaking.com
423864,42678,PledgeGrooveallegiancetoEthereum
423865,62042,
423866,59365,
423867,55752,teku/v20.12.1
423868,66468,
423869,2478,(o0o Dinochrome Brigade o0o)
423870,33118,
423871,44196,
423872,41791,huobipool
423873,16044,
423874,35691,
423875,70011,
423876,44724,
423877,43559,
423878,39891,poapO+KgFaVZhz9ETCjqXTismWP8WgYA
423879,64688,
423880,40177,
423881,6604,teku/v21.1.0
423882,12270,
423883,39353,
423884,60067,Thanks God!
423885,33879,
423886,1473,
423887,34909,
423888,73397,
423889,41704,huobipool
423890,56869,teku/v20.12.1
423891,53599,
423892,19117,bitcoinsuisse.com
423893,15919,🍦 C.R.E.A.M. @ TW 🇹🇼
423894,64918,
423895,47746,Powered by ⚡️Allnodes
423896,26451,Seoul, Korea. Run! eth2.0!
423897,35620,Nimbus/v1.0.6-87955f2d-stateofus
423898,73039,Powered by ⚡️Allnodes
423899,55565,
423900,52653,
423901,28966,poapa+EF9agb9HYMR5eYiFEc4ObuTMgB
423902,65171,teku/v20.12.1
423903,11500,pseudonymous coward
423904,6937,teku/v21.1.0
423905,16039,
423906,38218,
423907,38115,
423908,10599,bitcoinsuisse.com
423909,44304,
423910,22018,
423911,15921,🍦 C.R.E.A.M. @ TW 🇹🇼
423912,62321,
423913,7122,teku/v21.1.0
423914,36441,
423915,22543,
423916,46905,
423917,2134,
423918,40683,
423919,23472,
423920,61563,
423921,2724,poapAMcQ4N43DTIpbsW8a4SlJzaAbZwD
423922,14549,
423923,36035,🍦 C.R.E.A.M. @ TW 🇹🇼
423924,69957,poapbTOoHi9gQuMqp/NUskdS/qi+JEMA
423925,35983,i.redd.it/v5942cvtbvk41.jpg
423926,71047,
423927,6899,teku/v21.1.0
423928,59689,
423929,27060,
423930,72511,
423931,14668,🐠Welcome to the New Beginning
423932,31357,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
423933,953,
423934,55614,
423935,52853,
423936,26272,
423937,67078,
423938,69003,
423939,2577,
423940,44518,
423941,66807,
423942,28586,why hodl when you can stake? -P
423943,36940,
423944,43554,
423945,9358,piedao.org - own a slice of DeFi
423946,6300,teku/v21.1.0
423947,44298,
423948,52692,
423949,32277,
423950,50497,🐠Welcome to the New Beginning
423951,6045,Nimbus/v1.0.4-f06e6d46-stateofus
423952,50935,🐠Welcome to the New Beginning
423953,27920,
423954,9533,bitcoinsuisse.com
423955,13679,Magikarp use Splash!
423956,72760,
423957,44386,
423958,31637,
423959,13628,
423960,15563,graffitiwall:636:115:#000000
423961,1205,piedao.org - own a slice of DeFi
423962,55464,
423963,26131,
423964,28406,why hodl when you can stake? -P
423965,59451,huobipool
423966,70843,
423967,63348,
423968,41112,Lighthouse/v1.0.5-9ed65a6
423969,70643,
423970,26745,TokenPocket
423971,51908,
423972,1883,
423973,61436,
423974,36129,
423975,47760,
423976,7687,I,being poor have only my dreams
423977,51858,
423978,60375,
423979,21163,🐠Welcome to the New Beginning
423980,9099,teku/v20.11.0-RC1+5-g324de70
423981,20423,🐠Welcome to the New Beginning
423982,382,
423983,65599,teku/v20.12.1
423984,44038,validating_from_DAppNode
423985,41389,huobipool
423986,51037,🐠Welcome to the New Beginning
423987,10150,bitcoinsuisse.com
423988,69233,🐠Welcome to the New Beginning
423989,63752,teku/v20.12.1
423990,8598,
423991,57065,teku/v20.12.1
423992,48238,
423993,27309,Lighthouse/v1.0.5-9ed65a6
423994,43129,
423995,67369,
423996,58785,
423997,25221,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
423998,54483,Validated by Alkimie
423999,71769,
424000,34395,
424001,26414,We are all Satoshi
424002,5685,bitcoinsuisse.com
424003,43744,<yourgraffiti>
424004,5992,Nimbus/v1.0.4-f06e6d46-stateofus
424005,3565,bitcoinsuisse.com
424006,17662,
424007,233,
424008,40623,I love Wang Letian 20161227
424009,59908,huobipool
424010,65104,teku/v20.12.1
424011,30444,
424012,5331,bitcoinsuisse.com
424013,67486,
424014,63129,Dappnode Rocks
424015,39815,
424016,36352,graffiti
424017,57408,teku/v20.12.1
424018,64219,teku/v20.12.1
424019,7037,teku/v21.1.0
424020,5726,bitcoinsuisse.com
424021,66309,Nothing important here
424022,41732,huobipool
424023,1376,
424024,995,
424025,160,
424026,17496,
424027,65368,teku/v20.12.1
424028,6725,teku/v21.1.0
424029,60875,Powered by Stkr
424030,5669,bitcoinsuisse.com
424031,32437,
424032,10791,bitcoinsuisse.com
424033,34557,
424034,867,
424035,25736,poapeghnEiXzTZp4CZzRxX8lD9PBNbEA
424036,18506,🍦 C.R.E.A.M. @ TW 🇹🇼
424037,18520,🍦 C.R.E.A.M. @ TW 🇹🇼
424038,72318,
424039,11652,cause you know
424040,70311,
424041,69691,xbkeldoncoilbx
424042,52246,
424043,39067,
424044,61264,
424045,5458,bitcoinsuisse.com
424046,61551,
424047,23526,🐠Welcome to the New Beginning
424048,21119,🐠Welcome to the New Beginning
424049,17724,
424050,33841,validating_from_DAppNode
424051,14866,dangeng
424052,9102,poap5UgYrI4GkVZ/w6PU4eBN3rftbkYB
424053,35779,
424054,8610,
424055,32179,
424056,21719,<3 ga/la
424057,45833,
424058,73564,pi is made for validator
424059,9767,poapsNTAqaXBIE1wsep+QMYehZY8urQB
424060,16764,Powered by Stkr
424061,40320,graffiti
424062,58450,teku/v20.12.1
424063,9426,bitcoinsuisse.com
424064,30247,
424065,31958,
424066,72383,
424067,17199,
424068,38260,
424069,31960,
424070,58383,
424071,11244,bitcoinsuisse.com
424072,36045,🍦 C.R.E.A.M. @ TW 🇹🇼
424073,13529,
424074,60594,huobipool
424075,580,
424076,36200,
424077,21062,xD
424078,37261,huobipool
424079,60812,
424080,61709,
424081,20955,
424082,46270,Powered by Stkr
424083,72520,Lighthouse/v1.0.5-9ed65a6
424084,31827,
424085,21977,🐠Welcome to the New Beginning
424086,27364,<gaeshva!!!>
424087,14050,
424088,69554,
424089,17259,
424090,52484,
424091,69455,
424092,56395,
424093,48556,
424094,56688,teku/v20.12.1
424095,53372,
424096,53052,
424097,56065,
424098,16103,
424099,40826,
424100,72825,
424101,6517,teku/v21.1.0
424102,66195,teku/v20.12.1
424103,41869,huobipool
424104,62360,
424105,32404,
424106,15992,
424107,15014,
424108,40872,
424109,73192,
424110,29275,
424111,41685,huobipool
424112,3867,bitcoinsuisse.com
424113,22249,
424114,59035,
424115,64181,teku/v20.12.1
424116,4314,
424117,53440,
424118,52599,Lighthouse/v1.0.6-f183af2
424119,10517,bitcoinsuisse.com
424120,25389,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
424121,67469,
424122,54889,
424123,51165,🐠Welcome to the New Beginning
424124,47516,
424125,51824,
424126,58770,
424127,12167,
424128,57155,
424129,43786,<yourgraffiti>
424130,63519,
424131,59012,huobipool
424132,30382,
424133,52408,
424134,49852,
424135,47729,
424136,48597,poapPGPpGvG1G0KW/LPiitYnA1srkH4A
424137,65344,teku/v20.12.1
424138,34527,
424139,59701,Powered by Stkr
424140,61300,
424141,68809,Powered by ⚡️Allnodes
424142,36388,graffiti
424143,35978,i.redd.it/v5942cvtbvk41.jpg
424144,46457,huobipool
424145,51628,
424146,38523,🍦 C.R.E.A.M. @ TW 🇹🇼
424148,44253,poapa+EF9agb9HYMR5eYiFEc4ObuTMgB
424149,33485,
424150,52181,
424151,15875,Lighthouse/v1.1.0-e4b6213
424152,57313,
424153,57690,
424154,52812,
424155,46655,
424156,25170,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
424157,65862,
424158,49558,🐠Welcome to the New Beginning
424159,57641,teku/v20.12.1
424160,72698,Certus One for Lido
424161,69288,🐠Welcome to the New Beginning
424162,39408,
424163,35871,poapYilEaOkZ1h0Fn1mF6U1X7tEx4UgC
424164,16163,
424165,26481,
424166,73214,teku/v20.12.1
424167,19515,poapETy8ebIod6d3BeUOlIJjdhcbQz0A
424168,13990,
424169,22759,
424170,68546,
424171,55233,
424172,49973,
424173,41926,huobipool
424174,21426,🐠Welcome to the New Beginning
424175,50059,
424176,39245,
424177,12228,
424178,55844,teku/v20.12.1
424179,7172,teku/v21.1.0
424180,28920,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
424181,35113,
424182,55029,
424183,35076,
424184,16535,hunchy and wolfie
424185,56724,teku/v20.12.1
424186,61320,Lighthouse/v1.1.0-e4b6213
424187,20739,🐠Welcome to the New Beginning
424188,57056,teku/v20.12.1
424189,39678,
424190,7989,
424191,71642,
424192,68940,Powered by ⚡️Allnodes
424193,38269,
424194,9702,bitcoinsuisse.com
424195,37955,
424196,49185,
424197,47696,
424198,34715,
424199,42564,
424200,21292,🐠Welcome to the New Beginning
424201,60333,
424202,61522,
424203,15722,
424204,34956,
424205,32803,
424206,51682,
424207,16873,
424208,53514,
424209,40194,graffiti
424210,58027,Powered by Stkr
424211,49063,
424212,45049,
424213,45674,
424214,25420,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
424215,29415,SpangBit
424216,54380,
424217,55947,
424218,42923,
424219,9461,poapKng2D/U3zA/e15qBFlZriiXpn3gB
424220,53710,
424221,58882,
424222,27238,Powered by Stkr
424223,72678,
424224,45743,
424225,69604,
424226,28027,bitcoinsuisse.com
424227,21231,🐠Welcome to the New Beginning
424228,58843,
424229,71558,
424230,20948,
424231,65361,teku/v20.12.1
424232,16295,
424233,43852,
424234,52052,Lighthouse/v1.0.6-f183af2
424235,7900,poapsNTAqaXBIE1wsep+QMYehZY8urQB
424236,55897,
424237,61282,
424238,72974,🐠Welcome to the New Beginning
424239,8924,
424240,34113,Freedom for all
424241,43579,
424242,54513,Validated by Alkimie
424243,7724,Lighthouse/v1.1.0-e4b6213
424244,27339,<gaeshva!!!>
424245,13068,
424246,73194,
424247,37553,huobipool
424248,36915,
424249,39041,
424250,31655,
424251,33405,
424252,16520,hunchy and wolfie
424253,47805,
424254,65346,teku/v20.12.1
424255,59025,huobipool
424256,64127,teku/v20.12.1
424257,33286,Lighthouse/v1.1.0-e4b6213
424258,17273,
424259,39256,
424260,17111,teku/v20.12.1
424261,73276,teku/v20.12.1
424262,34905,
424263,14679,🐠Welcome to the New Beginning
424264,57249,teku/v20.12.1
424265,48983,
424266,73154,
424267,43551,
424268,683,piedao.org - own a slice of DeFi
424269,2338,(o0o Dinochrome Brigade o0o)
424270,38796,
424271,36571,
424272,55684,
424273,35738,
424274,31981,TokenPocket
424275,57666,
424276,37330,huobipool
424277,215,poapSghu4maVv28DDO9MM7zOKdTGYlIA
424278,70769,
424279,35107,
424280,54545,
424281,39445,
424282,29887,🐠Welcome to the New Beginning
424283,46612,validating_from_0x1a4f7d58_DAppN
424284,15186,
424285,50060,
424286,25496,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
424287,36875,
424288,3013,poapU92gppmSuH5R8PFLEzcoHwmiyNoA
424289,42013,🤖Node of the ❤️1UP Berlin
424290,69115,🐠Welcome to the New Beginning
424291,60305,
424292,36833,
424293,46562,eth2stake.com
424294,39959,
424295,57008,teku/v20.12.1
424296,27575,eth2-docker
424297,2073,poap+e+G9wcw50LXNY2qTY0di2SGr2cA
424298,52754,Lighthouse/v1.0.5-9ed65a6
424299,36583,
424300,8051,
424301,6787,teku/v21.1.0
424302,1909,BroughtBy_guest140
424303,21290,🐠Welcome to the New Beginning
424304,5976,Nimbus/v1.0.3-91741326-stateofus
424305,45919,🧙 Magic Internet Money
424306,39149,
424307,25035,Hello eth2! Cin here
424308,31368,
424309,29798,🐠Welcome to the New Beginning
424310,57136,teku/v20.12.1
424311,31630,
424312,69363,
424313,59776,teku/v20.12.1
424314,46287,Powered by ⚡️Allnodes
424316,67684,
424317,57480,teku/v20.12.1
424318,14409,
424319,70362,bitcoinsuisse.com
424320,73321,AVADO
424321,27745,
424322,42340,
424323,34208,
424324,12305,
424325,58369,
424326,16060,poapAx4uZ77igIjGiZKY+PVyCoje088B
424327,4957,bitcoinsuisse.com
424328,70376,
424329,70831,
424330,65988,
424331,36956,bitcoinsuisse.com
424332,20812,🐠Welcome to the New Beginning
424333,12958,<yourgraffiti>
424334,20433,🐠Welcome to the New Beginning
424335,57359,teku/v20.12.1
424336,46764,
424337,15872,Powered by Stkr
424338,32537,
424339,71049,
424340,47243,
424341,41201,
424342,13795,
424343,8415,
424344,27875,
424345,30170,
424346,52932,
424347,72436,
424348,43702,
424349,2721,poapAMcQ4N43DTIpbsW8a4SlJzaAbZwD
424350,39400,
424351,50279,
424352,15155,
424353,52745,
424354,71403,
424355,64895,
424356,10260,bitcoinsuisse.com
424357,33041,Timshel
424358,10614,bitcoinsuisse.com
424359,28764,why hodl when you can stake? -P
424360,29758,🐠Welcome to the New Beginning
424361,42659,PledgeGrooveallegiancetoEthereum
424362,62911,
424363,26130,
424364,13315,MintDice.com Supporting ETH 2.0
424365,60771,
424366,14905,🐠Welcome to the New Beginning
424367,48635,
424368,27354,<gaeshva!!!>
424369,8538,Lighthouse/v1.1.0-e4b6213
424370,5937,Nimbus/v1.0.6-87955f2d-stateofus
424371,46754,teku/v20.12.1
424372,16372,🍦 C.R.E.A.M. @ TW 🇹🇼
424373,10402,bitcoinsuisse.com
424374,30968,Powered by Stkr
424375,33869,
424376,16214,
424377,49140,
424378,26756,TokenPocket
424379,41481,huobipool
424380,11884,poapvvkSS5oVk5grsSa9l8G4mWyuut4A
424381,16169,
424382,58087,Powered by Stkr
424383,33192,
424384,49597,🐠Welcome to the New Beginning
424385,47724,
424386,51339,
424387,8916,
424388,11797,🐠Welcome to the New Beginning
424389,44445,
424390,37153,bitcoinsuisse.com
424391,64196,teku/v20.12.1
424392,36959,
424393,26669,
424394,666,piedao.org - own a slice of DeFi
424395,17400,Powered by Stkr
424396,19684,
424397,46067,
424398,36532,
424399,7452,graffitiwall:719:635:#ed1c24
424400,25399,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
424401,5637,future of finance, nbd [teku]
424402,34299,
424403,58107,
424404,48178,Powered by Stkr
424405,52906,
424406,69567,
424407,41114,Lighthouse/v1.0.5-9ed65a6
424408,8230,
424409,36537,
424410,49969,
424411,62031,🐠Welcome to the New Beginning
424412,50283,BA staker
424413,18561,🍦 C.R.E.A.M. @ TW 🇹🇼
424414,40035,
424415,12045,
424416,20786,🐠Welcome to the New Beginning
424417,57325,
424418,32173,
424419,6313,teku/v21.1.0
424420,49566,🐠Welcome to the New Beginning
424421,56989,teku/v20.12.1
424422,33074,
424423,37253,huobipool
424424,14689,🐠Welcome to the New Beginning
424425,3825,bitcoinsuisse.com
424426,54784,Lighthouse/v1.1.0-e4b6213
424427,50073,
424428,68203,e2v01
424429,27101,
424430,72612,🐠Welcome to the New Beginning
424431,56294,
424432,13057,DBDI
424433,22299,
424434,34827,ETH STAKING FTW
424435,44882,
424436,49883,
424437,45566,
424438,48544,
424439,20663,🐠Welcome to the New Beginning
424440,71937,
424441,15212,
424442,57493,teku/v20.12.1
424443,35378,
424444,13211,阿甫 🇹🇼  Taiwan
424445,62528,
424446,13708,
424447,33358,
424448,29401,🐠Welcome to the New Beginning
424449,23265,
424450,41559,huobipool
424451,29711,🐠Welcome to the New Beginning
424452,46579,
424453,59289,
424454,26634,
424455,39019,
424456,45197,
424457,36596,
424458,59967,🐠Welcome to the New Beginning
424459,37542,
424460,27708,
424461,32873,
424462,32623,
424463,2925,
424464,44408,
424465,10105,Lighthouse/v1.0.5-9ed65a6
424466,62496,
424467,36457,
424468,47408,
424469,40786,
424470,54071,
424471,6703,teku/v21.1.0
424472,39521,
424473,32147,
424474,57738,
424475,59871,Powered by Stkr
424476,9725,bitcoinsuisse.com
424477,54855,
424478,70983,
424479,71957,Certus One for Lido
424480,11067,Lighthouse/v1.0.5-9ed65a6
424481,38107,
424482,7236,teku/v21.1.0
424483,49878,
424484,10885,🐠Welcome to the New Beginning
424485,12610,
424486,16306,🍦 C.R.E.A.M. @ TW 🇹🇼
424487,13064,
424488,71284,
424489,18146,teku/v20.12.1
424490,30028,validating_from_DAppNode
424491,62190,
424492,20391,🐠Welcome to the New Beginning
424493,10997,Lighthouse/v1.1.0-e4b6213
424494,25733,poapeghnEiXzTZp4CZzRxX8lD9PBNbEA
424495,8646,poapbXh5aIz+IcqwDsJpyLArBgHuhqoA
